"gene_id","p_threshold","method","n_snps","beta","se","pvalue","heterogeneity_Q","heterogeneity_Q_df","heterogeneity_Q_pval","heterogeneity_I2"
"ENSG00000143393.17","0.00001","IVW",92,0.046898584298142,0.241927004247576,0.846289986772011,99.9334129215703,0.244866750471247,8.22513176114503e-25,0.997549700912713
"ENSG00000273481.1","0.00001","IVW",92,0.0497449828631415,0.103421894791581,0.630523017121119,99.7211573049116,0.249537283398723,9.43223277046841e-25,0.997497649544562
"ENSG00000237976.2","0.00001","IVW",92,-0.287005917814151,0.20447101875088,0.160422847160974,98.0226198253105,0.288809607237945,2.81765425229158e-24,0.997053643253438
"ENSG00000143390.18","0.00001","IVW",92,0.0957298061400017,0.288871536939266,0.740348172209587,100.024190384752,0.242885699782338,7.75716795587379e-25,0.997571730409933
"ENSG00000143416.21","0.00001","IVW",91,-0.296641828247792,0.275201484092348,0.281074900981296,96.7846546266244,0.293587491117047,5.43106007569112e-24,0.99696659049671
"ENSG00000159377.11","0.00001","IVW",91,-0.958001994000181,0.31670813561066,0.0024873727536874,86.1400802005655,0.595619304901238,4.58461195562355e-21,0.993085456810414
"ENSG00000143442.22","0.00001","IVW",89,0.342881160077859,0.181982970256632,0.0595462143767223,88.817017201126,0.455556075785296,6.79136248977078e-22,0.994870846937432
"ENSG00000143375.15","0.00001","IVW",87,0.609314037471933,0.214800177580082,0.00455888175515088,81.4971545861001,0.617314432027198,5.24701901014801e-20,0.992425325336052
"ENSG00000143367.17","0.00001","IVW",85,-0.0208407559572841,0.204062299937875,0.918653981911056,88.8747834052555,0.337140837561486,3.82697688516935e-22,0.996206563609565
"ENSG00000143376.14","0.00001","IVW",80,0.123169205107263,0.0790852176992387,0.119369884630075,83.8843568059588,0.332271691786519,4.74550890609849e-21,0.996038931399866
"ENSG00000284623.1","0.00001","IVW",33,-0.0296889511334702,0.177349429715995,0.867052412277287,10.9812135098596,0.999803544176969,0.000920056598069756,0.908953273399221
"ENSG00000116954.8","0.00001","IVW",45,-0.0481608682694763,0.147581836675295,0.744172193771301,12.3334475415567,0.999999389697061,0.000444913428679139,0.918919719216575
"ENSG00000228436.4","0.00001","IVW",45,0.00508002739982885,0.244620118678648,0.983431517694329,12.4395096978741,0.999999299116511,0.000420345539083545,0.919611035852369
"ENSG00000214114.9","0.00001","IVW",45,0.0135773083319615,0.297847250437038,0.963641181770828,12.9340509921058,0.999998690998625,0.000322657934870917,0.922684803731718
"ENSG00000131233.10","0.00001","IVW",46,0.00660467313378985,0.336247832422302,0.984328737998057,14.3423391473462,0.99999635194194,0.000152397423058711,0.930276620733308
"ENSG00000158315.11","0.00001","IVW",45,-0.15272598247357,0.296761941123264,0.60680362569139,13.9606502201623,0.999995666029048,0.000186675457646202,0.928370408952383
"ENSG00000174574.16","0.00001","IVW",44,-0.143805244198535,0.234669952550898,0.540010007548339,13.4416637819524,0.999995587433427,0.000246095103090433,0.925604776041484
"ENSG00000168653.11","0.00001","IVW",44,-0.0101634211654321,0.136798715019213,0.940775884436614,13.673367692135,0.999994285045245,0.000217515000794964,0.926865545667989
"ENSG00000127603.32","0.00001","IVW",44,-0.200052677335792,0.542850321765706,0.712483506955218,13.5430784009643,0.999995054764725,0.000233147357849842,0.926161909046209
"ENSG00000183682.8","0.00001","IVW",56,0.0381660978652844,0.0663893875794911,0.565370758350007,18.7641754257509,0.999998811100957,1.47919372718106e-05,0.946707020777017
"ENSG00000237624.1","0.00001","IVW",58,0.0235518163146578,0.0590277247617474,0.689896273368288,21.2059605415741,0.999996057863357,4.12476148736414e-06,0.952843633001067
